"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","body_�","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","features_�","battery_�","battery_charging","misc_colors","misc_models","misc_sar","misc_sar_eu","misc_price","tests_loudspeaker","main_camera_triple","selfie_camera_dual","battery_talk_time","battery_music_play","tests_performance","tests_display","tests_camera","tests_audio_quality","tests_battery_life","main_camera_dual","camera_�","battery_stand-by","network_gprs","network_edge","network_5g_bands","main_camera_quad","sound_�","main_camera_five","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","main_camera_�","selfie_camera_triple"
"Google","Pixel 4","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - USA","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71 - Global","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, October 15","Available. Released 2019, October 22","147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in)","162 g (5.71 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Nano-SIM card & eSIM","IP68 dust/water resistant (up to 1.5m for 30 mins)","P-OLED capacitive touchscreen, 16M colors","5.7 inches, 80.7 cm (~79.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~444 ppi density)","Corning Gorilla Glass 5","HDR  Always-on display  90Hz refresh rate","Android 10","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","64GB 6GB RAM, 128GB 6GB RAM","UFS 2.1",,"Dual-LED flash, Auto-HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,"Auto-HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","No","3.1, Type-C 1.0 reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Po 2800 mAh battery","Fast charging 18W  USB Power Delivery 2.0  QI wireless charging","Clearly White, Just Black, Oh So Orange","G020M, G020I, GA01188-US, GA01187-US, GA01189-US, GA01191-US, GA01189-US",,,"$ 500.00 / € 530.10 / £ 540.00","Voice 79dB / Noise 71dB / Ring 83dB",,"8 MP, f/2.0, 22mm (wide), 1.22µm, no AF  TOF 3D, (depth/biometrics sensor)",,,"AnTuTu: 395351 (v8) GeekBench: 2542 (v5.1) GFXBench: 31fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Noise -71.5dB / Crosstalk -69.8dB","Endurance rating 62h","12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS  16 MP, f/2.4, 50mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,,,,,,,,,,,,,,
"Google","Pixel 3a XL","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2019, May 07","Available. Released 2019, May 15","160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in)","167 g (5.89 oz)","Glass front (Asahi Dragontrail), plastic back, plastic frame","Nano-SIM, eSIM",,"OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~76.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Asahi Dragontrail Glass","Always-on display","Android 9.0 (Pie), upgradable to Android 10","Qualcomm SDM670 Snapdragon 670 (10 nm)","Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 615","No","64GB 4GB RAM","eMMC 5.1","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO","Yes","No","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Po 3700 mAh battery","Fast charging 18W  USB Power Delivery 2.0","Just Black, Clearly White, Purple-ish","G020C, G020G, G020F",,,"$ 289.99 / € 424.59 / £ 389.99 / ₹ 34,999","Voice 79dB / Noise 77dB / Ring 91dB",,,,,"AnTuTu: 159110 (v7), 176612 (v8) GeekBench: 5176 (v4.4), 1307 (v5.1) GFXBench: 11fps (ES 3.1 onscreen)","Contrast ratio: infinite",,"Noise -90.8dB / Crosstalk -94.8dB","Endurance rating 98h",,,,,,,,,,,,,,,,,,
"Google","Pixel 3a","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2019, May 07","Available. Released 2019, May 15","151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in)","147 g (5.19 oz)","Glass front (Asahi Dragontrail), plastic back, plastic frame","Nano-SIM",,"OLED capacitive touchscreen, 16M colors","5.6 inches, 79.6 cm (~75.0% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)","Asahi Dragontrail Glass","Always-on display","Android 9.0 (Pie), upgradable to Android 10","Qualcomm SDM670 Snapdragon 670 (10 nm)","Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 615","No","64GB 4GB RAM","eMMC 5.1","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO","Yes","No","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Po 3000 mAh battery","Fast charging 18W  USB Power Delivery 2.0","Just Black, Clearly White, Purple-ish","G020A, G020E, G020B",,,"$ 254.87 / € 299.00 / £ 329.00 / ₹ 30,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Google","Pixel 3 XL","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 42, 46, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/75 Mbps","2018, October 09","Available. Released 2018, October 18","158 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in)","184 g (6.49 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Nano-SIM card & eSIM","IP68 dust/water resistant (up to 1.5m for 30 mins)","P-OLED capacitive touchscreen, 16M colors","6.3 inches, 100.3 cm (~82.8% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~523 ppi density)","Corning Gorilla Glass 5","HDR  Always-on display","Android 9.0 (Pie), upgradable to Android 10","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver)","Adreno 630","No","64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","Dual-LED flash, Auto-HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,"Auto-HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","No","3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Po 3430 mAh battery","Fast charging 18W  USB Power Delivery 2.0  QI wireless charging","Clearly White, Just Black, Not Pink",,,,"$ 337.99 / € 477.00 / £ 354.99 / ₹ 57,999",,,"8 MP, f/1.8, 28mm (wide), PDAF  8 MP, f/2.2, 19mm (ultrawide), no AF",,,"AnTuTu: 258244 (v7), 341814 (v8) GeekBench: 8088 (v4.4), 2092 (v5.1) GFXBench: 12fps (ES 3.1 onscreen)",,,,,,,,,,,,,,,,,,,,,,
"Google","Pixel 3","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 42, 46, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/75 Mbps","2018, October 09","Available. Released 2018, October 18","145.6 x 68.2 x 7.9 mm (5.73 x 2.69 x 0.31 in)","148 g (5.22 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Nano-SIM card & eSIM","IP68 dust/water resistant (up to 1.5m for 30 mins)","P-OLED capacitive touchscreen, 16M colors","5.5 inches, 76.7 cm (~77.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~443 ppi density)","Corning Gorilla Glass 5","HDR  Always-on display","Android 9.0 (Pie), upgradable to Android 10","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver)","Adreno 630","No","64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1","12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS","Dual-LED flash, Auto-HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,"Auto-HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","No","3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Po 2915 mAh battery","Fast charging 18W  USB Power Delivery 2.0  QI wireless charging","Clearly White, Just Black, Not Pink",,,,"$ 249.00 / € 397.00 / £ 409.99","Voice 77dB / Noise 71dB / Ring 81dB",,"8 MP, f/1.8, 28mm (wide), PDAF  8 MP, f/2.2, 19mm (ultrawide), no AF",,,"AnTuTu: 285044 (v7) GeekBench: 8337 (v4.4) GFXBench: 33fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.350 (sunlight)","Photo / Video","Noise -71.7dB / Crosstalk -70.1dB","Endurance rating 69h",,,,,,,,,,,,,,,,,,
"Google","Pixel XL","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 21, 26, 28, 32, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps","2016, October 04","Available. Released 2016, October 20","154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)","168 g (5.93 oz)","Glass front (Gorilla Glass 4), aluminum/glass back, aluminum frame","Nano-SIM","Splash and dust resistant","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.2% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Corning Gorilla Glass 4",,"Android 7.1 (Nougat), upgradable to Android 10","Qualcomm MSM8996 Snapdragon 821 (14 nm)","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)","Adreno 530","No","32GB 4GB RAM, 128GB 4GB RAM","UFS 2.0","12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF, Laser AF","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps","8 MP, f/2.4, 1/3.2"", 1.4µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Yes","No","3.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Ion 3450 mAh battery","Fast charging 18W  USB Power Delivery","Quite Black, Very Silver, Really Blue",,"0.89 W/kg (head)     0.56 W/kg (body)   �","0.25 W/kg (head)     0.44 W/kg (body)   �","$ 118.50 / € 259.00 / £ 159.99 / ₹ 66,785",,,,"Up to 32 h (3G)","Up to 130 h","Basemark OS II 2.0: 2281Basemark X: 30861","Contrast ratio: Infinite (nominal),  4.164 (sunlight)","Photo / Video",,"Endurance rating 78h",,,"Up to 552 h (3G)","Yes","Yes",,,,,,,,,,,,,
"Google","Pixel 2 XL","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 32, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/75 Mbps","2017, October 04","Available. Released 2017, October 17","157.9 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in)","175 g (6.17 oz)","Glass front (Gorilla Glass 5), aluminum/glass back, aluminum frame","Nano-SIM card & eSIM","IP67 dust/water resistant (up to 1m for 30 mins)","P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.6 cm (~76.4% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~538 ppi density)","Corning Gorilla Glass 5","Always-on display","Android 8.0 (Oreo), upgradable to Android 10","Qualcomm MSM8998 Snapdragon 835 (10 nm)","Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)","Adreno 540","No","64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1","12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS","Dual-LED flash, HDR, panorama","2160p@30fps (gyro-EIS), 1080p@30/60/120fps (gyro-EIS), 720p@240fps (gyro-EIS)","8 MP, f/2.4, 25mm (wide), 1/3.2"", 1.4µm","HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","No","3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Ion 3520 mAh battery","Fast charging (capped at 10.5W)  USB Power Delivery 2.0","Just Black, Black & White",,,,"$ 197.99 / € 339.99 / £ 263.99","Voice 66dB / Noise 70dB / Ring 78dB",,,,,"AnTuTu: 206711 (v7) GeekBench: 6055 (v4.4) GFXBench: 13fps (ES 3.1 onscreen)","Contrast ratio: ∞","Photo / Video","Noise - 93.7 / Crosstalk - 79.7","Endurance rating 88h",,,,,,,,,,,,,,,,,,
"Google","Pixel 2","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 32, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat15 800/75 Mbps","2017, October 04","Available. Released 2017, October 17","145.7 x 69.7 x 7.8 mm (5.74 x 2.74 x 0.31 in)","143 g (5.04 oz)","Glass front (Gorilla Glass 5), aluminum/glass back, aluminum frame","Nano-SIM card & eSIM","IP67 dust/water resistant (up to 1m for 30 mins)","AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Corning Gorilla Glass 5","Always-on display","Android 8.0 (Oreo), upgradable to Android 10","Qualcomm MSM8998 Snapdragon 835 (10 nm)","Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)","Adreno 540","No","64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1","12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, Laser AF, OIS","Dual-LED flash, HDR, panorama","2160p@30fps (gyro-EIS), 1080p@30/60/120fps (gyro-EIS), 720p@240fps (gyro-EIS)","8 MP, f/2.4, 27mm (wide), 1/3.2"", 1.4µm","HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS, GALILEO","Yes","No","3.1, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Ion 2700 mAh battery","Fast charging (capped at 10.5W)  USB Power Delivery 2.0","Kinda Blue, Just Black, Clearly White",,,,"$ 112.99 / € 319.99 / £ 275.00","Voice 70dB / Noise 77dB / Ring 81dB",,,,,"GeekBench: 6437 (v4.4) GFXBench: 26fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.023 (sunlight)","Photo / Video","Noise -93.3dB / Crosstalk -66.2dB","Endurance rating 75h",,,,,,,,,,,,,,,,,,
"Google","Pixel","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 21, 26, 28, 32, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps or LTE-A (3CA) Cat11 600/75 Mbps","2016, October 04","Available. Released 2016, October 20","143.8 x 69.5 x 8.5 mm (5.66 x 2.74 x 0.33 in)","143 g (5.04 oz)","Glass front (Gorilla Glass 4), aluminum/glass back, aluminum frame","Nano-SIM","Splash and dust resistant","AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Corning Gorilla Glass 4",,"Android 7.1 (Nougat), upgradable to Android 10","Qualcomm MSM8996 Snapdragon 821 (14 nm)","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)","Adreno 530","No","32GB 4GB RAM, 128GB 4GB RAM","UFS 2.0","12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF, Laser AF","Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps","8 MP, f/2.4, 1/3.2"", 1.4µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS, GLONASS","Yes","No","3.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Non-removable Li-Ion 2770 mAh battery","Fast charging 18W  USB Power Delivery","Quite Black, Very Silver, Really Blue",,"0.92 W/kg (head)     0.58 W/kg (body)   �","0.33 W/kg (head)     0.61 W/kg (body)   �","$ 94.55 / € 242.40 / £ 217.99","Voice 74dB / Noise 68dB / Ring 78dB",,,"Up to 26 h (3G)","Up to 110 h","Basemark OS II 2.0: 2461Basemark X: 33023","Contrast ratio: ∞",,"Noise -93.0dB / Crosstalk -92.6dB","Endurance rating 64h",,,"Up to 456 h (3G)",,,,,,,,,,,,,,,
"Google","Pixel C","No cellular connectivity","N/A",,,,,"2015, September 29","Available. Released 2015, December 08","242 x 179 x 7 mm (9.53 x 7.05 x 0.28 in)","517 g (1.14 lb)",,"No",,"LTPS IPS LCD capacitive touchscreen, 16M colors","10.2 inches, 313.8 cm (~72.4% screen-to-body ratio)","2560 x 1800 pixels (~308 ppi density)",,,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","Nvidia Tegra X1","Quad-core 1.9 GHz","Nvidia Maxwell","No","32GB 3GB RAM, 64GB 3GB RAM",,"8 MP, f/2.4",,"1080p@30fps","2 MP",,,"Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP",,,"No","3.0, Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 9240 mAh battery (34.2 Wh)",,"Silver Aluminum",,,,"About 340 EUR",,,,,,,,,,,,,,"No","No",,,,,,,,,,,,,
"Huawei","P smart 2020","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2020, April 29","Coming soon. Exp. release 2020, May","155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in)","160 g (5.64 oz)","Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm (~83.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)",,,"Android 9.0 (Pie); EMUI 9.1, Google Play Services","Hisilicon Kirin 710F (12 nm)","Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)","Mali-G51 MP4","microSDXC (uses shared SIM slot)","128GB 4GB RAM","UFS 2.1",,"LED flash, HDR, panorama","1080p@30/60fps","8 MP, f/2.0","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Non-removable Li-Ion 3400 mAh battery","Standard charging 10W","Midnight Black, Aurora Blue, Green",,,"0.83 W/kg (head)   �","About 200 EUR",,,,,,,,,,,"13 MP, f/1.8, PDAF  2 MP, (depth)",,,,,,,,,,,,,,,,,
"Huawei","nova 7 Pro 5G","GSM / CDMA / HSPA / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 6, 7, 8, 9, 18, 19, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G","2020, April 23","Available. Released 2020, April 28","160.4 x 73.7 x 8 mm (6.31 x 2.90 x 0.31 in)","178 g (6.28 oz)",,"Dual SIM (Nano-SIM, dual stand-by)",,"OLED capacitive touchscreen, 16M colors","6.57 inches, 106.0 cm (~89.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~392 ppi density)",,,"Android 10; EMUI 10, no Google Play Services","HiSilicon Kirin 985 5G (7 nm)","Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)","Mali-G77 (8-core)","No","128GB 8GB RAM, 256GB 8GB RAM","UFS 3.0",,"Dual-LED dual-tone flash, panorama, HDR","2160p, 1080p, 720p@960fps, gyro-EIS",,"HDR","2160p","Yes","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 40W, 75% in 30 min (advertised)  Reverse charging 5W","Black, Red, Purple, Green, Blue","JER-AN10",,,"$ 679.99",,,"32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm, PDAF  8 MP, f/2.2, 17mm (ultrawide)",,,,,,,,,,,,,"1, 3, 41, 77, 78, 79 SA/NSA","64 MP, f/1.8, 26mm (wide), PDAF  Periscope 8 MP, f/3.4, 125mm (telephoto), PDAF, OIS, 5x optical zoom  8 MP, f/2.4, 17mm (ultrawide)  2 MP, f/2.4, (macro)",,,,,,,,,,,
